"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
Shasta,US-06089,-122.0883555,40.735175,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.055,,,,,,,12457.0,23286.0,,,,,,,,,,,,63429.0,0.952922077922,0.973509933775,286.0,66.0,0.318,0.0646,1093.0,246.0,520.0,838.0,3082372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,167.0,275.0,,,,,,,,,,,,839.0,1.0,1.0,1.0,66.0,0.318,0.0646,15.0,1.0,3.0,*,38709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.062,,,,,,,3096.0,6406.0,,,,,,,,,,,,18963.0,0.99173553719,0.864197530864,50.0,66.0,0.318,0.0646,236.0,68.0,155.0,284.0,837332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.048,,,,,,,21025.0,39458.0,,,,,,,,,,,,121544.0,0.983585858586,0.97641509434,268.0,8.0,0.5,0.005,1496.0,394.0,1949.0,3933.0,5469345.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.034,,,,,,,17326.0,30450.0,,,,,,,,,,,,128788.0,0.991416309013,0.907692307692,253.0,66.0,0.318,0.0646,950.0,342.0,2673.0,5664.0,4035513.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.076,,,,,,,39844.0,83142.0,,,,,,,,,,,,249693.0,0.979402677652,0.95482388974,421.0,9.0,0.556,0.0432,3085.0,728.0,4497.0,9941.0,11075652.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.08,,,,,,,5558.0,12737.0,,,,,,,,,,,,42826.0,0.981651376147,0.901840490798,80.0,66.0,0.318,0.0646,384.0,120.0,577.0,1318.0,1681691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.065,,,,,,,4319.0,9386.0,,,,,,,,,,,,27318.0,0.944751381215,0.947368421053,96.0,66.0,0.318,0.0646,365.0,44.0,400.0,884.0,1200787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.054,,,,,,,974.0,1706.0,,,,,,,,,,,,4839.0,0.929824561404,0.756097560976,21.0,66.0,0.318,0.0646,85.0,10.0,28.0,38.0,239172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.097,,,,,,,50995.0,118132.0,,,,,,,,,,,,256943.0,0.991118077325,0.935714285714,82.0,14.0,0.429,0.043,2662.0,372.0,7579.0,18126.0,15799870.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.052,,,,,,,2864.0,5039.0,,,,,,,,,,,,14129.0,0.98347107438,0.913580246914,37.0,66.0,0.318,0.0646,213.0,30.0,83.0,141.0,661318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.044,,,,,,,35340.0,70075.0,,,,,,,,,,,,234520.0,0.991466252909,0.962962962963,409.0,13.0,0.154,0.0895,2704.0,449.0,5922.0,13723.0,9356682.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,June,42887.0,2017.0,2017.0,2016/17,0.049,,,,,,,10054.0,19272.0,,,,,,,,,,,,59165.0,0.954148471616,0.969162995595,135.0,66.0,0.318,0.0646,755.0,42.0,846.0,1727.0,2640049.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,June,42887.0,2017.0,2017.0,2016/17,0.071,,,,,,,5983.0,12987.0,,,,,,,,,,,,32756.0,1.0,0.972111553785,40.0,66.0,0.318,0.0646,494.0,100.0,449.0,938.0,1730307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,July,42917.0,2017.0,2017.0,2017/18,0.051,239543.0,1720000.0,2041.0,17214.0,241584.0,1737214.0,1978798.0,4083862.0,614296.0,3424697.0,4038993.0,6771.0,38098.0,44869.0,621067.0,3462795.0,551629904.0,5168520.0,556798424.0,13353227.0,0.986441029422,0.931332807867,22069.0,730.0,0.385,0.0627,150198.0,43589.0,268407.0,578152.0,557157181.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.041,,,,,,,56864.0,107183.0,,,,,,,,,,,,434483.0,n/a,n/a,791.0,19.0,0.421,0.0338,5174.0,1732.0,6657.0,13082.0,15339764.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.078,,,,,,,76.0,138.0,,,,,,,,,,,,316.0,1.0,1.0,0.0,71.0,0.296,0.0635,2.0,0.0,3.0,*,16899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,1649.0,2999.0,,,,,,,,,,,,8196.0,0.943820224719,0.981818181818,16.0,71.0,0.296,0.0635,122.0,25.0,41.0,70.0,392151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.061,,,,,,,16651.0,30937.0,,,,,,,,,,,,83142.0,0.921703296703,0.957773512476,284.0,71.0,0.296,0.0635,1345.0,486.0,751.0,1291.0,4188780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,2785.0,4980.0,,,,,,,,,,,,12096.0,0.969465648855,0.940476190476,23.0,71.0,0.296,0.0635,181.0,30.0,57.0,103.0,666511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.115,,,,,,,688.0,1527.0,,,,,,,,,,,,9095.0,1.0,1.0,16.0,71.0,0.296,0.0635,60.0,10.0,115.0,257.0,186879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.042,,,,,,,31242.0,62388.0,,,,,,,,,,,,271825.0,0.976016684046,0.978155339806,546.0,12.0,0.333,0.0595,2284.0,614.0,4319.0,8837.0,8749387.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.063,,,,,,,2564.0,5249.0,,,,,,,,,,,,12038.0,0.988636363636,0.925373134328,46.0,71.0,0.296,0.0635,167.0,12.0,102.0,188.0,687426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.046,,,,,,,6817.0,12046.0,,,,,,,,,,,,38886.0,0.996805111821,0.987068965517,121.0,71.0,0.296,0.0635,522.0,95.0,340.0,690.0,1604619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.081,,,,,,,96002.0,221983.0,,,,,,,,,,,,492467.0,0.974088291747,0.948490230906,649.0,35.0,0.4,0.0367,4949.0,1702.0,12544.0,28512.0,29737228.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.078,,,,,,,1469.0,3359.0,,,,,,,,,,,,12485.0,1.0,0.921052631579,27.0,71.0,0.296,0.0635,115.0,18.0,176.0,372.0,406129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.047,,,,,,,12014.0,20316.0,,,,,,,,,,,,55454.0,0.992932862191,0.982800982801,299.0,71.0,0.296,0.0635,1134.0,272.0,505.0,976.0,2816036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.208,,,,,,,17191.0,41667.0,,,,,,,,,,,,95020.0,0.971534653465,0.944798301486,159.0,71.0,0.296,0.0635,1235.0,169.0,863.0,1713.0,5218148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,1012.0,1936.0,,,,,,,,,,,,5513.0,0.983606557377,0.95652173913,5.0,71.0,0.296,0.0635,75.0,4.0,54.0,116.0,247963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.093,,,,,,,68701.0,159585.0,,,,,,,,,,,,413087.0,0.988102147417,0.922840859272,915.0,18.0,0.222,0.0163,5564.0,1760.0,9472.0,22038.0,21031788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.083,,,,,,,10493.0,23734.0,,,,,,,,,,,,57544.0,1.0,0.935828877005,121.0,71.0,0.296,0.0635,909.0,169.0,1185.0,2783.0,2999923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.057,,,,,,,6351.0,11765.0,,,,,,,,,,,,32796.0,0.938461538462,0.917647058824,72.0,71.0,0.296,0.0635,379.0,58.0,346.0,707.0,1579421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,1584.0,3164.0,,,,,,,,,,,,8089.0,0.918918918919,0.888888888889,10.0,71.0,0.296,0.0635,103.0,19.0,80.0,151.0,437636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,July,42917.0,2017.0,2017.0,2017/18,0.053,,,,,,,531015.0,1066219.0,,,,,,,,,,,,3972155.0,0.990066454382,0.908226691042,5839.0,269.0,0.461,0.113,42457.0,11819.0,88025.0,184819.0,152011892.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.08,,,,,,,11408.0,27701.0,,,,,,,,,,,,70328.0,0.99173553719,0.941176470588,86.0,71.0,0.296,0.0635,626.0,116.0,2542.0,6213.0,3639059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.032,,,,,,,5939.0,9844.0,,,,,,,,,,,,47554.0,0.979452054795,0.940540540541,85.0,71.0,0.296,0.0635,458.0,135.0,1106.0,2016.0,1373337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.049,,,,,,,1015.0,1826.0,,,,,,,,,,,,4859.0,0.866666666667,0.810810810811,20.0,71.0,0.296,0.0635,91.0,15.0,17.0,33.0,239388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,6260.0,11716.0,,,,,,,,,,,,41869.0,0.962765957447,0.929961089494,50.0,71.0,0.296,0.0635,521.0,70.0,482.0,1084.0,1626335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.091,,,,,,,23507.0,54447.0,,,,,,,,,,,,140043.0,0.98083427283,0.979365079365,308.0,6.0,0.0,0.0337,1668.0,336.0,3326.0,7819.0,7094946.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.069,,,,,,,541.0,1152.0,,,,,,,,,,,,3194.0,0.965517241379,0.95652173913,10.0,71.0,0.296,0.0635,49.0,6.0,31.0,60.0,154447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.048,,,,,,,393.0,676.0,,,,,,,,,,,,3742.0,1.0,1.0,4.0,71.0,0.296,0.0635,32.0,10.0,49.0,104.0,94431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,20137.0,43982.0,,,,,,,,,,,,186325.0,0.995192307692,0.961460446247,170.0,6.0,0.333,0.0298,1443.0,366.0,5729.0,13234.0,5651361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.037,,,,,,,3123.0,6168.0,,,,,,,,,,,,32477.0,0.961165048544,0.934210526316,61.0,71.0,0.296,0.0635,271.0,73.0,622.0,1332.0,757013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.044,,,,,,,4111.0,7099.0,,,,,,,,,,,,25185.0,0.866028708134,0.867924528302,57.0,71.0,0.296,0.0635,341.0,93.0,115.0,206.0,967197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.039,,,,,,,115149.0,233056.0,,,,,,,,,,,,893816.0,0.996073298429,0.997805092186,843.0,40.0,0.35,0.0638,7062.0,1729.0,23673.0,52337.0,31171998.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.042,,,,,,,8684.0,16142.0,,,,,,,,,,,,62264.0,1.0,0.928571428571,189.0,71.0,0.296,0.0635,589.0,273.0,561.0,1172.0,2076000.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.069,,,,,,,1108.0,1950.0,,,,,,,,,,,,6502.0,1.0,0.833333333333,22.0,71.0,0.296,0.0635,71.0,13.0,46.0,80.0,271813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.058,,,,,,,121753.0,268703.0,,,,,,,,,,,,836344.0,0.994211780729,0.917022285443,2542.0,34.0,0.324,0.0504,10776.0,3119.0,13168.0,30123.0,35362976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,97997.0,204946.0,,,,,,,,,,,,550558.0,0.995222929936,0.991803278689,1559.0,36.0,0.472,0.0426,7760.0,2247.0,7799.0,15670.0,28875823.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.056,,,,,,,2180.0,4853.0,,,,,,,,,,,,18731.0,1.0,0.975,44.0,71.0,0.296,0.0635,142.0,39.0,283.0,680.0,622042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.055,,,,,,,165609.0,361132.0,,,,,,,,,,,,882926.0,0.992345078979,0.937488994541,2032.0,44.0,0.273,0.0371,12250.0,3380.0,17581.0,38340.0,48773588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.044,,,,,,,132680.0,266491.0,,,,,,,,,,,,894966.0,0.976052001368,0.955594253374,7.0,56.0,0.411,0.0281,11807.0,4874.0,13009.0,27188.0,35367293.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.032,,,,,,,34008.0,50759.0,,,,,,,,,,,,221484.0,0.991298527443,0.895035460993,454.0,10.0,0.3,0.0802,2975.0,1024.0,3477.0,5707.0,7264120.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.071,,,,,,,48123.0,106642.0,,,,,,,,,,,,298837.0,0.984656084656,0.903073286052,432.0,13.0,0.077,0.0386,3138.0,1181.0,6061.0,13237.0,14022417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.04,,,,,,,9485.0,16840.0,,,,,,,,,,,,60328.0,0.991620111732,0.975,132.0,71.0,0.296,0.0635,633.0,134.0,968.0,2039.0,2276304.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.03,,,,,,,13512.0,25954.0,,,,,,,,,,,,150924.0,0.975560081466,0.876876876877,0.0,71.0,0.296,0.0635,1103.0,333.0,2914.0,5871.0,3343966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,18150.0,36933.0,,,,,,,,,,,,147718.0,0.981530343008,0.912751677852,228.0,71.0,0.296,0.0635,1486.0,851.0,3903.0,9104.0,4953411.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.035,,,,,,,46568.0,90705.0,,,,,,,,,,,,424635.0,0.990597716588,0.984375,470.0,15.0,0.4,0.0427,3157.0,962.0,7979.0,16621.0,12095345.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,14252.0,25362.0,,,,,,,,,,,,78591.0,0.977832512315,0.983783783784,178.0,71.0,0.296,0.0635,737.0,213.0,2115.0,4527.0,3407324.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.058,,,,,,,12333.0,23135.0,,,,,,,,,,,,63263.0,0.941385435169,0.9575,287.0,71.0,0.296,0.0635,1041.0,260.0,520.0,856.0,3048475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.061,,,,,,,155.0,259.0,,,,,,,,,,,,853.0,0.875,1.0,0.0,71.0,0.296,0.0635,11.0,0.0,3.0,*,37070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.066,,,,,,,3071.0,6325.0,,,,,,,,,,,,18964.0,0.990654205607,0.819277108434,61.0,71.0,0.296,0.0635,239.0,63.0,155.0,289.0,835669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.051,,,,,,,20918.0,39289.0,,,,,,,,,,,,120941.0,0.975642760487,0.978622327791,264.0,8.0,0.5,0.0052,1499.0,477.0,1910.0,3863.0,5476276.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.037,,,,,,,17114.0,30018.0,,,,,,,,,,,,128376.0,0.988151658768,0.925837320574,266.0,71.0,0.296,0.0635,964.0,375.0,2563.0,5417.0,3963537.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.076,,,,,,,39640.0,82629.0,,,,,,,,,,,,250133.0,0.984667802385,0.952922077922,405.0,9.0,0.556,0.0417,2804.0,697.0,4440.0,9799.0,10995602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.076,,,,,,,5452.0,12529.0,,,,,,,,,,,,42527.0,0.989247311828,0.922535211268,81.0,71.0,0.296,0.0635,345.0,95.0,555.0,1275.0,1639433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.068,,,,,,,4269.0,9227.0,,,,,,,,,,,,27200.0,0.918367346939,0.957746478873,93.0,71.0,0.296,0.0635,408.0,70.0,399.0,885.0,1172019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.056,,,,,,,937.0,1645.0,,,,,,,,,,,,4840.0,0.95,0.607142857143,18.0,71.0,0.296,0.0635,75.0,7.0,27.0,37.0,227929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.103,,,,,,,50612.0,117038.0,,,,,,,,,,,,257477.0,0.982749326146,0.920199501247,61.0,15.0,0.4,0.0396,2676.0,384.0,7495.0,17923.0,15816271.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,2808.0,4955.0,,,,,,,,,,,,14116.0,0.974789915966,0.96,48.0,71.0,0.296,0.0635,222.0,22.0,85.0,141.0,640195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.048,,,,,,,34711.0,68560.0,,,,,,,,,,,,233758.0,0.985353946298,0.966265060241,349.0,14.0,0.143,0.0731,2796.0,421.0,5786.0,13505.0,9199610.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,9887.0,18924.0,,,,,,,,,,,,59062.0,0.948717948718,0.9375,154.0,71.0,0.296,0.0635,689.0,53.0,834.0,1724.0,2561249.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
