"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, and child only persons data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,97997.0,204946.0,,,,,,,,,,,,550558.0,0.995222929936,0.991803278689,36.0,0.472,0.0426,7760.0,2247.0,7799.0,15670.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.056,,,,,,,2180.0,4853.0,,,,,,,,,,,,18731.0,1.0,0.975,71.0,0.296,0.0635,142.0,39.0,283.0,680.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.055,,,,,,,165609.0,361132.0,,,,,,,,,,,,882926.0,0.992345078979,0.937488994541,44.0,0.273,0.0371,12250.0,3380.0,17581.0,38340.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.044,,,,,,,132680.0,266491.0,,,,,,,,,,,,894966.0,0.976052001368,0.955594253374,56.0,0.411,0.0281,11807.0,4874.0,13009.0,27188.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.032,,,,,,,34008.0,50759.0,,,,,,,,,,,,221484.0,0.991298527443,0.895035460993,10.0,0.3,0.0802,2975.0,1024.0,3477.0,5707.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.071,,,,,,,48123.0,106642.0,,,,,,,,,,,,298837.0,0.984656084656,0.903073286052,13.0,0.077,0.0386,3138.0,1181.0,6061.0,13237.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.04,,,,,,,9485.0,16840.0,,,,,,,,,,,,60328.0,0.991620111732,0.975,71.0,0.296,0.0635,633.0,134.0,968.0,2039.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.03,,,,,,,13512.0,25954.0,,,,,,,,,,,,150924.0,0.975560081466,0.876876876877,71.0,0.296,0.0635,1103.0,333.0,2914.0,5871.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.045,,,,,,,18150.0,36933.0,,,,,,,,,,,,147718.0,0.981530343008,0.912751677852,71.0,0.296,0.0635,1486.0,851.0,3903.0,9104.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.035,,,,,,,46568.0,90705.0,,,,,,,,,,,,424635.0,0.990597716588,0.984375,15.0,0.4,0.0427,3157.0,962.0,7979.0,16621.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,14252.0,25362.0,,,,,,,,,,,,78591.0,0.977832512315,0.983783783784,71.0,0.296,0.0635,737.0,213.0,2115.0,4527.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.058,,,,,,,12333.0,23135.0,,,,,,,,,,,,63263.0,0.941385435169,0.9575,71.0,0.296,0.0635,1041.0,260.0,520.0,856.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.061,,,,,,,155.0,259.0,,,,,,,,,,,,853.0,0.875,1.0,71.0,0.296,0.0635,11.0,0.0,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.066,,,,,,,3071.0,6325.0,,,,,,,,,,,,18964.0,0.990654205607,0.819277108434,71.0,0.296,0.0635,239.0,63.0,155.0,289.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.051,,,,,,,20918.0,39289.0,,,,,,,,,,,,120941.0,0.975642760487,0.978622327791,8.0,0.5,0.0052,1499.0,477.0,1910.0,3863.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.037,,,,,,,17114.0,30018.0,,,,,,,,,,,,128376.0,0.988151658768,0.925837320574,71.0,0.296,0.0635,964.0,375.0,2563.0,5417.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.076,,,,,,,39640.0,82629.0,,,,,,,,,,,,250133.0,0.984667802385,0.952922077922,9.0,0.556,0.0417,2804.0,697.0,4440.0,9799.0
Sutter,US-06101,-121.714735,39.02038,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.076,,,,,,,5452.0,12529.0,,,,,,,,,,,,42527.0,0.989247311828,0.922535211268,71.0,0.296,0.0635,345.0,95.0,555.0,1275.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.068,,,,,,,4269.0,9227.0,,,,,,,,,,,,27200.0,0.918367346939,0.957746478873,71.0,0.296,0.0635,408.0,70.0,399.0,885.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.056,,,,,,,937.0,1645.0,,,,,,,,,,,,4840.0,0.95,0.607142857143,71.0,0.296,0.0635,75.0,7.0,27.0,37.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.103,,,,,,,50612.0,117038.0,,,,,,,,,,,,257477.0,0.982749326146,0.920199501247,15.0,0.4,0.0396,2676.0,384.0,7495.0,17923.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.054,,,,,,,2808.0,4955.0,,,,,,,,,,,,14116.0,0.974789915966,0.96,71.0,0.296,0.0635,222.0,22.0,85.0,141.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.048,,,,,,,34711.0,68560.0,,,,,,,,,,,,233758.0,0.985353946298,0.966265060241,14.0,0.143,0.0731,2796.0,421.0,5786.0,13505.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,July,42917.0,2017.0,2017.0,2017/18,0.05,,,,,,,9887.0,18924.0,,,,,,,,,,,,59062.0,0.948717948718,0.9375,71.0,0.296,0.0635,689.0,53.0,834.0,1724.0
Yuba,US-06115,-121.499162,39.278915,C-IV,July,42917.0,2017.0,2017.0,2017/18,0.074,,,,,,,6031.0,13075.0,,,,,,,,,,,,32830.0,0.996913580247,0.954356846473,71.0,0.296,0.0635,466.0,79.0,444.0,930.0
Statewide,,,,,August,42948.0,2017.0,2017.0,2017/18,0.049,238703.0,1734938.0,2044.0,17334.0,240747.0,1752272.0,1993019.0,4102999.0,612547.0,3445389.0,4057936.0,6780.0,38283.0,45063.0,619327.0,3483672.0,555182835.0,5231520.0,560414355.0,13383563.0,0.984160404876,0.930269850011,763.0,0.391,0.0619,179129.0,55303.0,267556.0,575667.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.04,,,,,,,57382.0,107694.0,,,,,,,,,,,,438030.0,n/a,n/a,20.0,0.45,0.031,6024.0,2313.0,6645.0,13038.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.071,,,,,,,78.0,137.0,,,,,,,,,,,,323.0,1.0,0.666666666667,78.0,0.295,0.0846,6.0,0.0,4.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.048,,,,,,,1666.0,3013.0,,,,,,,,,,,,8214.0,1.0,0.981818181818,78.0,0.295,0.0846,128.0,23.0,43.0,74.0
Butte,US-06007,-121.5660076,39.723785,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.058,,,,,,,16544.0,30858.0,,,,,,,,,,,,83174.0,0.925507900677,0.912332838039,78.0,0.295,0.0846,1955.0,949.0,758.0,1299.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.046,,,,,,,2804.0,5025.0,,,,,,,,,,,,12047.0,0.994117647059,0.893805309735,78.0,0.295,0.0846,254.0,59.0,59.0,107.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.093,,,,,,,692.0,1535.0,,,,,,,,,,,,9099.0,1.0,1.0,78.0,0.295,0.0846,69.0,5.0,112.0,252.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.041,,,,,,,31606.0,62627.0,,,,,,,,,,,,273537.0,0.970238095238,0.983660130719,12.0,0.333,0.0585,2892.0,1161.0,4320.0,8817.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.062,,,,,,,2577.0,5280.0,,,,,,,,,,,,12089.0,1.0,0.977011494253,78.0,0.295,0.0846,211.0,8.0,97.0,178.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.044,,,,,,,6789.0,11966.0,,,,,,,,,,,,38733.0,0.997041420118,0.983673469388,78.0,0.295,0.0846,596.0,102.0,338.0,685.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.077,,,,,,,96248.0,222126.0,,,,,,,,,,,,492341.0,0.956067506027,0.943949711891,36.0,0.417,0.039,5513.0,1856.0,12432.0,28262.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.072,,,,,,,1508.0,3456.0,,,,,,,,,,,,12497.0,0.977272727273,1.0,78.0,0.295,0.0846,126.0,22.0,184.0,390.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.045,,,,,,,11992.0,20350.0,,,,,,,,,,,,55415.0,0.993808049536,0.978768577495,78.0,0.295,0.0846,1496.0,377.0,504.0,973.0
Imperial,US-06025,-115.058652,33.02615,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.22,,,,,,,17388.0,42136.0,,,,,,,,,,,,95358.0,0.974066390041,0.924825174825,78.0,0.295,0.0846,1406.0,197.0,862.0,1729.0
Inyo,US-06027,-117.7797286,36.626,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.042,,,,,,,1017.0,1965.0,,,,,,,,,,,,5533.0,1.0,0.838709677419,78.0,0.295,0.0846,65.0,6.0,54.0,119.0
Kern,US-06029,-118.4426011,35.29441,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.086,,,,,,,68941.0,159703.0,,,,,,,,,,,,413113.0,0.990639625585,0.923475488242,18.0,0.222,0.0162,6466.0,2043.0,9463.0,22009.0
Kings,US-06031,-119.6135104,36.138775,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.077,,,,,,,10585.0,23866.0,,,,,,,,,,,,57863.0,0.996721311475,0.919117647059,78.0,0.295,0.0846,926.0,154.0,1173.0,2770.0
Lake,US-06033,-122.9624445,39.124455,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.054,,,,,,,6406.0,11846.0,,,,,,,,,,,,32932.0,0.930379746835,0.877358490566,78.0,0.295,0.0846,493.0,52.0,348.0,692.0
Lassen,US-06035,-120.2636913,40.446085,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.051,,,,,,,1582.0,3172.0,,,,,,,,,,,,8089.0,0.960526315789,0.893617021277,78.0,0.295,0.0846,102.0,9.0,83.0,157.0
Los Angeles,US-06037,-117.9879672,34.26394,LRS,August,42948.0,2017.0,2017.0,2017/18,0.051,,,,,,,539658.0,1080306.0,,,,,,,,,,,,3974460.0,0.98581318806,0.907160787985,280.0,0.471,0.101,54604.0,16955.0,88071.0,184165.0
Madera,US-06039,-119.84174,37.27052,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.073,,,,,,,11312.0,27445.0,,,,,,,,,,,,70469.0,0.992857142857,0.991869918699,78.0,0.295,0.0846,670.0,103.0,2502.0,6090.0
Marin,US-06041,-122.870429,38.068145,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.031,,,,,,,5972.0,9897.0,,,,,,,,,,,,47583.0,0.984227129338,0.93896713615,78.0,0.295,0.0846,531.0,177.0,1115.0,2040.0
Mariposa,US-06043,-119.6495595,37.543615,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.048,,,,,,,1024.0,1856.0,,,,,,,,,,,,4854.0,0.895833333333,0.666666666667,78.0,0.295,0.0846,96.0,15.0,17.0,32.0
Mendocino,US-06045,-123.5709822,39.380655,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.043,,,,,,,6320.0,11736.0,,,,,,,,,,,,42021.0,0.936034115139,0.945512820513,78.0,0.295,0.0846,664.0,77.0,486.0,1087.0
Merced,US-06047,-120.1246993,37.18687,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.082,,,,,,,23439.0,54193.0,,,,,,,,,,,,139705.0,0.97633744856,0.955947136564,6.0,0.0,0.0323,1808.0,390.0,3317.0,7814.0
Modoc,US-06049,-120.1993372,41.590546,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.064,,,,,,,545.0,1172.0,,,,,,,,,,,,3204.0,0.918918918919,0.96,78.0,0.295,0.0846,43.0,8.0,31.0,61.0
Mono,US-06051,-118.7402371,38.0878955,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.047,,,,,,,392.0,675.0,,,,,,,,,,,,3707.0,1.0,1.0,78.0,0.295,0.0846,34.0,10.0,49.0,103.0
Monterey,US-06053,-120.9044897,36.35433,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.051,,,,,,,19822.0,43219.0,,,,,,,,,,,,186651.0,0.997017892644,0.947635135135,7.0,0.286,0.0298,1841.0,528.0,5556.0,12871.0
Napa,US-06055,-122.5128064,38.509635,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.035,,,,,,,3127.0,6224.0,,,,,,,,,,,,32368.0,0.932330827068,0.910112359551,78.0,0.295,0.0846,308.0,82.0,604.0,1297.0
Nevada,US-06057,-120.3163119,39.266135,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.042,,,,,,,4101.0,7086.0,,,,,,,,,,,,25291.0,0.896396396396,0.856209150327,78.0,0.295,0.0846,363.0,101.0,118.0,212.0
Orange,US-06059,-117.8002615,33.66707,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.038,,,,,,,115627.0,233036.0,,,,,,,,,,,,897578.0,0.995913059632,0.994127516779,42.0,0.357,0.0637,7995.0,1961.0,23512.0,51927.0
Placer,US-06061,-120.7858989,39.013999,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.04,,,,,,,8686.0,16186.0,,,,,,,,,,,,62162.0,1.0,0.883928571429,78.0,0.295,0.0846,779.0,425.0,554.0,1176.0
Plumas,US-06063,-121.1037321,40.0234855,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.064,,,,,,,1082.0,1960.0,,,,,,,,,,,,6493.0,0.988095238095,0.939393939394,78.0,0.295,0.0846,142.0,21.0,45.0,74.0
Riverside,US-06065,-115.0250859,33.752845,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.058,,,,,,,123150.0,271909.0,,,,,,,,,,,,838810.0,0.99561961283,0.938178780284,35.0,0.314,0.0478,12191.0,3601.0,13199.0,30239.0
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.049,,,,,,,98666.0,205778.0,,,,,,,,,,,,552277.0,0.995256381297,0.988455988456,38.0,0.5,0.0421,8716.0,2558.0,7718.0,15554.0
San Benito,US-06069,-121.2131455,36.5928495,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.053,,,,,,,2146.0,4763.0,,,,,,,,,,,,18668.0,0.989583333333,0.954545454545,78.0,0.295,0.0846,185.0,46.0,273.0,662.0
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.053,,,,,,,166053.0,361938.0,,,,,,,,,,,,884917.0,0.994820843463,0.941785658246,46.0,0.261,0.037,13766.0,3850.0,17547.0,38230.0
San Diego,US-06073,-116.693716,33.019645,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.043,,,,,,,133572.0,267512.0,,,,,,,,,,,,900962.0,0.982438462646,0.954702495202,59.0,0.424,0.0276,14024.0,5965.0,12959.0,27114.0
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.032,,,,,,,34152.0,50937.0,,,,,,,,,,,,222150.0,0.986186186186,0.903642773208,10.0,0.3,0.083,3270.0,1172.0,3481.0,5699.0
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.066,,,,,,,48114.0,106429.0,,,,,,,,,,,,298319.0,0.985215053763,0.921595598349,14.0,0.071,0.0365,3641.0,1351.0,6022.0,13142.0
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.04,,,,,,,9456.0,16645.0,,,,,,,,,,,,60346.0,0.986078886311,0.983402489627,78.0,0.295,0.0846,885.0,240.0,968.0,2041.0
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.029,,,,,,,13401.0,25662.0,,,,,,,,,,,,151067.0,0.981851179673,0.876876876877,78.0,0.295,0.0846,1330.0,444.0,2883.0,5803.0
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.043,,,,,,,18120.0,36519.0,,,,,,,,,,,,148598.0,0.973293768546,0.91884057971,78.0,0.295,0.0846,1902.0,734.0,3858.0,8984.0
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.034,,,,,,,46807.0,90804.0,,,,,,,,,,,,426401.0,0.979550102249,0.973602484472,15.0,0.4,0.0542,3756.0,1154.0,7971.0,16617.0
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.048,,,,,,,14156.0,25125.0,,,,,,,,,,,,78707.0,0.986193293886,0.99537037037,78.0,0.295,0.0846,737.0,334.0,2081.0,4466.0
Shasta,US-06089,-122.0883555,40.735175,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.056,,,,,,,12375.0,23244.0,,,,,,,,,,,,63276.0,0.964232488823,0.9604743083,78.0,0.295,0.0846,1340.0,330.0,519.0,851.0
Sierra,US-06091,-120.0617973,39.58418,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.057,,,,,,,160.0,268.0,,,,,,,,,,,,858.0,1.0,0.833333333333,78.0,0.295,0.0846,18.0,3.0,3.0,*
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.063,,,,,,,3050.0,6241.0,,,,,,,,,,,,18776.0,0.986842105263,0.859504132231,78.0,0.295,0.0846,308.0,89.0,157.0,289.0
Solano,US-06095,-121.6688337,38.2894915,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.049,,,,,,,21031.0,39333.0,,,,,,,,,,,,121342.0,0.974444444444,0.970238095238,8.0,0.5,0.0057,1182.0,634.0,1912.0,3875.0
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.035,,,,,,,17242.0,30059.0,,,,,,,,,,,,128754.0,0.973029045643,0.908296943231,78.0,0.295,0.0846,1234.0,530.0,2578.0,5466.0
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.069,,,,,,,39568.0,82528.0,,,,,,,,,,,,251325.0,0.985199802664,0.951951951952,9.0,0.556,0.0429,3293.0,841.0,4379.0,9713.0
Sutter,US-06101,-121.714735,39.02038,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.069,,,,,,,5413.0,12391.0,,,,,,,,,,,,42106.0,0.995670995671,0.908163265306,78.0,0.295,0.0846,464.0,136.0,538.0,1241.0
Tehama,US-06103,-122.6595518,40.125305,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.063,,,,,,,4296.0,9342.0,,,,,,,,,,,,27204.0,0.935185185185,0.915492957746,78.0,0.295,0.0846,399.0,58.0,395.0,854.0
Trinity,US-06105,-123.5069171,40.672495,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.051,,,,,,,972.0,1707.0,,,,,,,,,,,,4800.0,1.0,0.636363636364,78.0,0.295,0.0846,104.0,9.0,26.0,36.0
Tulare,US-06107,-119.0889841,36.266965,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.1,,,,,,,50769.0,117031.0,,,,,,,,,,,,258643.0,0.943362029905,0.754966887417,15.0,0.4,0.0428,2924.0,392.0,7478.0,17914.0
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.053,,,,,,,2762.0,4839.0,,,,,,,,,,,,14012.0,0.978102189781,0.933962264151,78.0,0.295,0.0846,254.0,1.0,84.0,139.0
Ventura,US-06111,-119.0838699,34.47326,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.048,,,,,,,34825.0,68412.0,,,,,,,,,,,,234187.0,0.986141502553,0.970438328236,15.0,0.133,0.0613,3172.0,423.0,5838.0,13666.0
Yolo,US-06113,-121.9008022,38.619495,CalWIN,August,42948.0,2017.0,2017.0,2017/18,0.047,,,,,,,9815.0,18777.0,,,,,,,,,,,,59266.0,0.946009389671,0.96812749004,78.0,0.295,0.0846,929.0,137.0,800.0,1645.0
Yuba,US-06115,-121.499162,39.278915,C-IV,August,42948.0,2017.0,2017.0,2017/18,0.069,,,,,,,6036.0,13060.0,,,,,,,,,,,,32859.0,1.0,0.957264957265,78.0,0.295,0.0846,499.0,82.0,433.0,920.0
Statewide,,,,,September,42979.0,2017.0,2017.0,2017/18,0.043,237122.0,1734763.0,2016.0,17302.0,239138.0,1752065.0,1991203.0,4101568.0,609146.0,3447425.0,4056571.0,6725.0,38272.0,44997.0,615871.0,3485697.0,551003332.0,5128839.0,556132171.0,13345060.0,0.980351193552,0.928405813493,795.0,0.39,0.0664,156889.0,51497.0,266589.0,573439.0
Alameda,US-06001,-121.7871814,37.680185,CalWIN,September,42979.0,2017.0,2017.0,2017/18,0.034,,,,,,,57189.0,107586.0,,,,,,,,,,,,437699.0,n/a,n/a,21.0,0.429,0.0288,5367.0,2201.0,6566.0,12908.0
Alpine,US-06003,-120.0354892,38.6301005,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.066,,,,,,,76.0,136.0,,,,,,,,,,,,330.0,1.0,0.25,81.0,0.296,0.0903,8.0,0.0,4.0,*
Amador,US-06005,-120.238969,38.46328,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.041,,,,,,,1651.0,2996.0,,,,,,,,,,,,8236.0,0.978021978022,0.981132075472,81.0,0.296,0.0903,133.0,19.0,36.0,61.0
Butte,US-06007,-121.5660076,39.723785,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.048,,,,,,,16547.0,30767.0,,,,,,,,,,,,82942.0,0.872787610619,0.936201780415,81.0,0.296,0.0903,1615.0,756.0,752.0,1292.0
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.04,,,,,,,2796.0,5024.0,,,,,,,,,,,,12038.0,0.974576271186,0.910256410256,81.0,0.296,0.0903,165.0,39.0,55.0,101.0
Colusa,US-06011,-122.4386143,39.169245,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.079,,,,,,,690.0,1509.0,,,,,,,,,,,,9122.0,1.0,0.904761904762,81.0,0.296,0.0903,58.0,7.0,106.0,241.0
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,September,42979.0,2017.0,2017.0,2017/18,0.035,,,,,,,31466.0,62968.0,,,,,,,,,,,,273033.0,0.977401129944,0.974137931034,13.0,0.308,0.0607,2482.0,1033.0,4345.0,8849.0
Del Norte,US-06015,-123.719458,41.6908155,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.053,,,,,,,2584.0,5259.0,,,,,,,,,,,,12053.0,0.981132075472,0.935064935065,81.0,0.296,0.0903,167.0,23.0,103.0,184.0
El Dorado,US-06017,-120.4259625,38.78496,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.038,,,,,,,6736.0,11873.0,,,,,,,,,,,,38745.0,0.990033222591,0.987341772152,81.0,0.296,0.0903,523.0,91.0,323.0,668.0
Fresno,US-06019,-120.862059,36.74633,CalWIN,September,42979.0,2017.0,2017.0,2017/18,0.068,,,,,,,95747.0,220937.0,,,,,,,,,,,,491444.0,0.952305748579,0.934315531001,37.0,0.432,0.0413,4722.0,1582.0,12343.0,28125.0
Glenn,US-06021,-122.1147288,39.591764,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.058,,,,,,,1488.0,3427.0,,,,,,,,,,,,12542.0,0.964912280702,0.969696969697,81.0,0.296,0.0903,109.0,14.0,180.0,389.0
Humboldt,US-06023,-123.959972,40.73356,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.036,,,,,,,11960.0,20262.0,,,,,,,,,,,,55260.0,0.995305164319,0.981818181818,81.0,0.296,0.0903,1409.0,340.0,511.0,980.0
Imperial,US-06025,-115.058652,33.02615,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.202,,,,,,,17361.0,42162.0,,,,,,,,,,,,95172.0,0.960422163588,0.921296296296,81.0,0.296,0.0903,1083.0,159.0,873.0,1756.0
Inyo,US-06027,-117.7797286,36.626,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.037,,,,,,,1013.0,1952.0,,,,,,,,,,,,5548.0,1.0,0.975,81.0,0.296,0.0903,78.0,5.0,52.0,115.0
Kern,US-06029,-118.4426011,35.29441,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.075,,,,,,,68715.0,158997.0,,,,,,,,,,,,410742.0,0.984112435075,0.932228181375,19.0,0.211,0.0194,5191.0,1617.0,9394.0,21897.0
Kings,US-06031,-119.6135104,36.138775,C-IV,September,42979.0,2017.0,2017.0,2017/18,0.068,,,,,,,10540.0,23600.0,,,,,,,,,,,,57753.0,0.996254681648,0.941002949853,81.0,0.296,0.0903,822.0,126.0,1161.0,2706.0
