county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Yolo,1313,47,1,4171,90,49,5484,137,50,3396,9138,12534,116,64,249,117,365,181,2,72,74,,0,0,6240,1896105.24,,,31963.2,,,1928068.44,2009,OCT,5671,4,10/1/09,0,6240,0
Yuba,845,0,0,3872,29,15,4717,29,15,2409,8817,11226,0,0,64,34,64,34,0,28,28,,0,0,5083,1629247,,,8225,,,1637472,2009,OCT,4761,4,10/1/09,0,5083,0
California,298116,4683,62,941190,14830,5936,1239306,19513,5998,749465,2144558,2894023,10693,5862,40669,17546,51362,23408,78,7579,7657,,0,0,1776775,434019697.5,,,3682879.32,,,437702576.9,2009,SEP,1264817,3,9/1/09,0,1776775,0
Alameda,11234,312,1,31546,544,279,42780,856,280,26256,62057,88313,711,375,1309,683,2020,1058,1,359,360,,0,0,43916,13789544,,,182697,,,13972241,2009,SEP,43916,3,9/1/09,0,43916,0
Alpine,4,0,0,49,0,0,53,0,0,7,113,120,0,0,0,0,0,0,0,0,0,,0,0,50,16432,,,0,,,16432,2009,SEP,53,3,9/1/09,0,50,0
Amador,172,0,0,870,0,0,1042,0,0,459,1689,2148,0,0,0,0,0,0,0,0,0,,0,0,1156,331423,,,0,,,331423,2009,SEP,1042,3,9/1/09,0,1156,0
Butte,1742,0,0,8823,28,8,10565,28,8,4333,18833,23166,0,0,111,35,111,35,0,11,11,,0,0,11535,3405409,,,6392,,,3411801,2009,SEP,10601,3,9/1/09,0,11535,0
Calaveras,317,0,0,1272,5,0,1589,5,0,858,2607,3465,0,0,12,6,12,6,0,0,0,,0,0,1594,511907,,,627,,,512534,2009,SEP,1594,3,9/1/09,0,1594,0
Colusa,61,0,0,460,9,0,521,9,0,183,1288,1471,0,0,31,10,31,10,0,0,0,,0,0,555,191536,,,519,,,192055,2009,SEP,530,3,9/1/09,0,555,0
Contra Costa,6284,73,0,16311,177,51,22595,250,51,15256,34221,49477,157,88,474,212,631,300,0,71,71,,0,0,25487,7572766.95,,,41832.46,,,7614599.41,2009,SEP,22896,3,9/1/09,0,25487,0
Del Norte,439,1,0,1657,5,3,2096,6,3,1213,3350,4563,3,1,18,6,21,7,0,4,4,,0,0,2105,662310.43,,,367,,,662677.43,2009,SEP,2105,3,9/1/09,0,2105,0
El Dorado,469,0,0,2983,15,7,3452,15,7,1229,5998,7227,0,0,34,18,34,18,0,8,8,,0,0,3582,1076514,,,2971,,,1079485,2009,SEP,3474,3,9/1/09,0,3582,0
Fresno,17392,93,0,50393,433,92,67785,526,92,47187,125358,172545,227,106,1348,493,1575,599,0,111,111,,0,0,74738,25144650,,,81369,,,25226019,2009,SEP,68403,3,9/1/09,0,74738,0
Glenn,236,0,0,847,4,0,1083,4,0,631,2160,2791,0,0,13,5,13,5,0,0,0,,0,0,1190,383902,,,469,,,384371,2009,SEP,1087,3,9/1/09,0,1190,0
Humboldt,1047,0,0,5136,10,6,6183,10,6,2636,9507,12143,0,0,24,12,24,12,0,7,7,,0,0,6554,1819299,,,2373,,,1821672,2009,SEP,6199,3,9/1/09,0,6554,0
Imperial,1627,2,0,7858,222,33,9485,224,33,4893,20475,25368,8,2,612,236,620,238,0,38,38,,0,0,9742,3917522,,,29731,,,3947253,2009,SEP,9742,3,9/1/09,0,9742,0
Inyo,116,0,0,562,0,0,678,0,0,372,1100,1472,0,0,0,0,0,0,0,0,0,,0,0,700,184901,,,0,,,184901,2009,SEP,678,3,9/1/09,0,700,0
Kern,6956,7,0,34949,333,91,41905,340,91,19322,90673,109995,17,9,977,370,994,379,0,161,161,,0,0,45054,15685742,,,67622,,,15753364,2009,SEP,42336,3,9/1/09,0,45054,0
Kings,1138,0,0,5851,62,52,6989,62,52,3104,14125,17229,0,0,185,66,185,66,0,52,52,,0,0,7502,2409503,,,14068,,,2423571,2009,SEP,7103,3,9/1/09,0,7502,0
Lake,949,0,0,2479,14,4,3428,14,4,1512,5998,7510,0,0,34,16,34,16,0,4,4,,0,0,3701,1115533.07,,,1927,,,1117460.07,2009,SEP,3446,3,9/1/09,0,3701,0
Lassen,270,2,0,874,3,4,1144,5,4,760,1855,2615,5,3,6,3,11,6,0,4,4,,0,0,1293,383184,,,1536,,,384720,2009,SEP,1153,3,9/1/09,0,1293,0
Los Angeles,83887,1799,31,281568,4854,2133,365455,6653,2164,191406,606812,798218,3771,2281,13134,5736,16905,8017,41,2618,2659,,0,0,817843,125601521,,,1336232,,,126937753,2009,SEP,374272,3,9/1/09,0,817843,0
Madera,1066,1,0,6197,13,1,7263,14,1,2977,16204,19181,3,1,56,13,59,14,0,1,1,,0,0,7494,2692827,,,1361,,,2694188,2009,SEP,7278,3,9/1/09,0,7494,0
Marin,528,0,0,3316,62,92,3844,62,92,1205,5291,6496,0,0,126,64,126,64,0,98,98,,0,0,3996,1023018,,,14813,,,1037831,2009,SEP,3998,3,9/1/09,0,3996,0
Mariposa,104,0,0,422,0,0,526,0,0,290,837,1127,0,0,0,0,0,0,0,0,0,,0,0,558,173691,,,0,,,173691,2009,SEP,526,3,9/1/09,0,558,0
Mendocino,677,0,0,4687,23,8,5364,23,8,1776,8580,10356,0,0,74,24,74,24,0,10,10,,0,0,5352,1555131,,,4391,,,1559522,2009,SEP,5395,3,9/1/09,0,5352,0
Merced,4870,19,1,10827,82,3,15697,101,4,13203,28227,41430,52,21,289,90,341,111,1,3,4,,0,0,16786,5886776,,,13115,,,5899891,2009,SEP,15802,3,9/1/09,0,16786,0
Modoc,65,0,0,313,0,0,378,0,0,179,760,939,0,0,0,0,0,0,0,0,0,,0,0,378,124591,,,0,,,124591,2009,SEP,378,3,9/1/09,0,378,0
Mono,17,0,0,240,1,0,257,1,0,50,379,429,0,0,2,1,2,1,0,0,0,,0,0,288,69918,,,200,,,70118,2009,SEP,258,3,9/1/09,0,288,0
Monterey,1981,0,0,9227,62,7,11208,62,7,5457,21441,26898,0,0,203,64,203,64,0,8,8,,0,0,12097,3747965,,,5481,,,3753446,2009,SEP,11277,3,9/1/09,0,12097,0
Napa,265,0,0,1849,9,6,2114,9,6,665,3995,4660,0,0,20,10,20,10,0,8,8,,0,0,2182,676742,,,2439,,,679181,2009,SEP,2129,3,9/1/09,0,2182,0
Nevada,365,0,0,1696,0,0,2061,0,0,1002,3376,4378,0,0,0,0,0,0,0,0,0,,0,0,2257,675770,,,0,,,675770,2009,SEP,2061,3,9/1/09,0,2257,0
Orange,12618,190,1,40819,1107,360,53437,1297,361,31902,96992,128894,433,231,2879,1421,3312,1652,3,466,469,,0,0,60298,18691430,,,221042,,,18912472,2009,SEP,55095,3,9/1/09,0,60298,0
Placer,1115,28,1,4223,33,24,5338,61,25,3043,9541,12584,59,39,102,41,161,80,1,32,33,,0,0,5620,1787738,,,13005,,,1800743,2009,SEP,5424,3,9/1/09,0,5620,0
Plumas,78,0,0,328,0,0,406,0,0,204,793,997,0,0,0,0,0,0,0,0,0,,0,0,448,137372,,,0,,,137372,2009,SEP,406,3,9/1/09,0,448,0
Riverside,17514,195,2,47091,1008,175,64605,1203,177,48071,126156,174227,518,212,3191,1107,3709,1319,2,209,211,,0,0,70429,24613782,,,170215,,,24783997,2009,SEP,65985,3,9/1/09,0,70429,0
Sacramento,18952,652,7,48166,765,272,67118,1417,279,48903,109318,158221,1594,977,2020,1089,3614,2066,8,348,356,,0,0,73781,24444765,,,272284,,,24717049,2009,SEP,68814,3,9/1/09,0,73781,0
San Benito,352,0,0,1699,14,3,2051,14,3,1028,3801,4829,0,0,47,19,47,19,0,4,4,,0,0,2068,717963,,,2464,,,720427,2009,SEP,2068,3,9/1/09,0,2068,0
San Bernardino,25286,273,2,68562,1146,362,93848,1419,364,68493,178910,247403,746,311,3458,1304,4204,1615,2,456,458,,0,0,103805,35889701,,,255565,,,36145266,2009,SEP,95631,3,9/1/09,0,103805,0
San Diego,17347,386,3,41030,891,312,58377,1277,315,47146,97131,144277,918,450,2378,1018,3296,1468,3,391,394,,0,0,67016,21732303,,,216207,,,21948510,2009,SEP,59969,3,9/1/09,0,67016,0
San Francisco,3169,152,3,20281,423,543,23450,575,546,7105,29289,36394,285,176,838,605,1123,781,5,735,740,,0,0,26117,5782603,,,190041,,,5972644,2009,SEP,24571,3,9/1/09,0,26117,0
San Joaquin,6031,7,0,22155,366,68,28186,373,68,16427,58077,74504,17,8,867,366,884,374,0,85,85,,0,0,30758,11054503,,,15131,,,11069634,2009,SEP,28627,3,9/1/09,0,30758,0
San Luis Obispo,1268,11,2,4793,35,16,6061,46,18,3117,9262,12379,26,11,97,35,123,46,2,18,20,,0,0,7186,1785051.16,,,8101.09,,,1793152.25,2009,SEP,6125,3,9/1/09,0,7186,0
San Mateo,1732,42,1,5090,148,44,6822,190,45,4179,10255,14434,88,43,389,162,477,205,1,56,57,,0,0,8052,2234743,,,29655,,,2264398,2009,SEP,7057,3,9/1/09,0,8052,0
Santa Barbara,3951,19,0,6666,78,3,10617,97,3,7380,17172,24552,50,19,263,84,313,103,0,3,3,,0,0,12160,3505302,,,8706,,,3514008,2009,SEP,10717,3,9/1/09,0,12160,0
Santa Clara,9605,129,2,25442,526,532,35047,655,534,23354,55126,78480,267,153,1176,681,1443,834,2,759,761,,0,0,39813,11617049,,,216690,,,11833739,2009,SEP,36236,3,9/1/09,0,39813,0
Santa Cruz,1426,7,0,6278,49,6,7704,56,6,3404,12338,15742,13,10,159,53,172,63,0,10,10,,0,0,7930,2276770,,,8388,,,2285158,2009,SEP,7766,3,9/1/09,0,7930,0
Shasta,1575,1,0,7193,14,8,8768,15,8,3967,14989,18956,1,2,35,14,36,16,0,9,9,,0,0,9094,2709942,,,3332,,,2713274,2009,SEP,8791,3,9/1/09,0,9094,0
Sierra,17,0,0,71,0,1,88,0,1,50,143,193,0,0,0,0,0,0,0,1,1,,0,0,94,27968,,,200,,,28168,2009,SEP,89,3,9/1/09,0,94,0
Siskiyou,443,0,0,1560,6,2,2003,6,2,1244,3525,4769,0,0,21,6,21,6,0,3,3,,0,0,2155,686282,,,1161,,,687443,2009,SEP,2011,3,9/1/09,0,2155,0
Solano,3991,41,3,10587,126,50,14578,167,53,10024,20635,30659,103,46,361,137,464,183,4,57,61,,0,0,16475,4732637,,,29584,,,4762221,2009,SEP,14798,3,9/1/09,0,16475,0
Sonoma,2361,31,1,8214,94,32,10575,125,33,5742,16050,21792,72,35,244,102,316,137,1,41,42,,0,0,12213,3275464.74,,,19916.77,,,3295381.51,2009,SEP,10733,3,9/1/09,0,12213,0
Stanislaus,7301,35,1,19057,110,15,26358,145,16,18842,44237,63079,90,39,347,121,437,160,1,17,18,,0,0,28301,9051915,,,19976,,,9071891,2009,SEP,26519,3,9/1/09,0,28301,0
Sutter,677,1,0,2712,49,5,3389,50,5,1978,6841,8819,3,1,135,62,138,63,0,8,8,,0,0,3669,1270074,,,7603,,,1277677,2009,SEP,3444,3,9/1/09,0,3669,0
Tehama,635,2,0,2490,26,10,3125,28,10,1700,5890,7590,3,2,73,30,76,32,0,12,12,,0,0,3426,1099484.18,,,5683,,,1105167.18,2009,SEP,3163,3,9/1/09,0,3426,0
Trinity,89,0,0,494,0,0,583,0,0,221,1045,1266,0,0,0,0,0,0,0,0,0,,0,0,583,184397,,,0,,,184397,2009,SEP,583,3,9/1/09,0,583,0
Tulare,9359,90,0,25169,517,84,34528,607,84,25685,60354,86039,233,93,1574,537,1807,630,0,96,96,,0,0,37194,12527576,,,74776,,,12602352,2009,SEP,35219,3,9/1/09,0,37194,0
Tuolumne,541,0,0,1654,0,3,2195,0,3,1467,3258,4725,0,0,0,0,0,0,0,11,11,,0,0,2350,642946,,,895,,,643841,2009,SEP,2198,3,9/1/09,0,2350,0
Ventura,4329,39,0,18076,206,64,22405,245,64,10807,38066,48873,96,52,593,227,689,279,0,81,81,,0,0,24821,7213618,,,38668,,,7252286,2009,SEP,22714,3,9/1/09,0,24821,0
Yolo,1269,43,0,4148,91,48,5417,134,48,3300,9165,12465,124,65,252,114,376,179,0,69,69,,0,0,6149,1875895,,,32780,,,1908675,2009,SEP,5599,3,9/1/09,0,6149,0
Yuba,807,0,0,3880,32,14,4687,32,14,2261,8890,11151,0,0,78,38,78,38,0,26,26,,0,0,5085,1620395,,,8278,,,1628673,2009,SEP,4733,3,9/1/09,0,5085,0
California,359678,5402,88,1241044,17619,7466,1600722,23021,7554,915631,2704819,3620450,12012,6812,47154,21018,59166,27830,121,9688,9809,,0,0,2235220,541151636.9,,,4637748.88,,,545789385.8,2011,APR,1631297,2,4/1/11,0,2235220,0
Alameda,11993,338,5,40357,832,393,52350,1170,398,28274,79192,107466,743,389,2049,1055,2792,1444,7,516,523,,0,0,53918,16652124,,,249788,,,16901912,2011,APR,53918,2,4/1/11,0,53918,0
Alpine,6,0,0,82,0,0,88,0,0,16,141,157,0,0,0,0,0,0,0,0,0,,0,0,91,22613,,,0,,,22613,2011,APR,88,2,4/1/11,0,91,0
Amador,273,0,0,1145,2,0,1418,2,0,710,2061,2771,0,0,6,2,6,2,0,0,0,,0,0,1539,424297,,,173,,,424470,2011,APR,1420,2,4/1/11,0,1539,0
Butte,2286,3,0,10104,58,12,12390,61,12,5881,20605,26486,5,3,160,60,165,63,0,17,17,,0,0,13459,3908209,,,10075,,,3918284,2011,APR,12463,2,4/1/11,0,13459,0
Calaveras,424,1,0,1789,7,0,2213,8,0,1183,3426,4609,1,1,22,9,23,10,0,0,0,,0,0,2364,676439,,,857,,,677296,2011,APR,2221,2,4/1/11,0,2364,0
Colusa,127,4,0,523,8,0,650,12,0,342,1364,1706,16,4,26,8,42,12,0,0,0,,0,0,734,242090,,,983,,,243073,2011,APR,662,2,4/1/11,0,734,0
Contra Costa,6973,87,1,22080,250,73,29053,337,74,16927,44992,61919,188,103,670,310,858,413,1,99,100,,0,0,32179,9393378.09,,,57184.34,,,9450562.43,2011,APR,29464,2,4/1/11,0,32179,0
Del Norte,572,1,0,1879,3,8,2451,4,8,1583,3610,5193,3,1,7,3,10,4,0,11,11,,0,0,2636,744474,,,1994,,,746468,2011,APR,2463,2,4/1/11,0,2636,0
El Dorado,795,10,0,4607,23,4,5402,33,4,2081,8744,10825,24,10,56,28,80,38,0,5,5,,0,0,5929,1588420,,,4562,,,1592982,2011,APR,5439,2,4/1/11,0,5929,0
Fresno,18640,92,0,63352,476,117,81992,568,117,49953,151879,201832,239,103,1406,532,1645,635,0,151,151,,0,0,89072,29788133.74,,,97196.15,,,29885329.89,2011,APR,82677,2,4/1/11,0,89072,0
Glenn,307,1,0,946,6,1,1253,7,1,826,2438,3264,3,1,19,7,22,8,0,3,3,,0,0,1370,446605,,,736,,,447341,2011,APR,1261,2,4/1/11,0,1370,0
Humboldt,1256,1,0,6205,12,5,7461,13,5,3138,11251,14389,2,2,28,13,30,15,0,5,5,,0,0,8154,2137658,,,2360,,,2140018,2011,APR,7479,2,4/1/11,0,8154,0
Imperial,2635,52,0,9786,241,46,12421,293,46,7665,24610,32275,132,53,687,255,819,308,0,49,49,,0,0,13732,4497300,,,42733,,,4540033,2011,APR,12760,2,4/1/11,0,13732,0
Inyo,155,0,0,686,5,0,841,5,0,457,1252,1709,0,0,19,7,19,7,0,0,0,,0,0,910,237777,,,505,,,238282,2011,APR,846,2,4/1/11,0,910,0
Kern,13515,86,2,38903,357,85,52418,443,87,36852,94046,130898,225,99,1052,395,1277,494,3,108,111,,0,0,56702,19111478,,,83106,,,19194584,2011,APR,52948,2,4/1/11,0,56702,0
Kings,1950,11,0,6955,72,37,8905,83,37,5356,16384,21740,22,11,214,79,236,90,0,50,50,,0,0,9630,3025391,,,18679,,,3044070,2011,APR,9025,2,4/1/11,0,9630,0
Lake,882,3,0,3547,17,6,4429,20,6,2328,6872,9200,9,3,42,19,51,22,0,7,7,,0,0,4790,1371410,,,3858,,,1375268,2011,APR,4455,2,4/1/11,0,4790,0
Lassen,328,1,0,1068,5,1,1396,6,1,910,2065,2975,2,1,12,6,14,7,0,1,1,,0,0,1519,444094,,,1054,,,445148,2011,APR,1403,2,4/1/11,0,1519,0
Los Angeles,99479,1934,38,352290,5185,2560,451769,7119,2598,231739,734215,965954,3854,2524,13628,6230,17482,8754,45,3206,3251,,0,0,989697,149831445,,,1555916,,,151387361,2011,APR,461486,2,4/1/11,0,989697,0
Madera,2378,8,2,7369,68,4,9747,76,6,6211,18840,25051,14,9,236,74,250,83,4,4,8,,0,0,0,3634020,,,11341,,,3645361,2011,APR,9829,2,4/1/11,0,0,0
Marin,970,34,2,4047,58,21,5017,92,23,2118,6267,8385,74,37,127,70,201,107,2,24,26,,0,0,5438,1332798,,,17441,,,1350239,2011,APR,5132,2,4/1/11,0,5438,0
Mariposa,175,0,0,599,0,0,774,0,0,506,1147,1653,0,0,0,0,0,0,0,0,0,,0,0,833,241568,,,0,,,241568,2011,APR,774,2,4/1/11,0,833,0
Mendocino,985,4,0,5450,23,11,6435,27,11,2502,10198,12700,13,4,63,27,76,31,0,15,15,,0,0,6816,1856415,,,6951,,,1863366,2011,APR,6473,2,4/1/11,0,6816,0
Merced,5538,18,1,14055,84,4,19593,102,5,15264,34568,49832,52,20,268,89,320,109,1,4,5,,0,0,20918,7161770,,,12175,,,7173945,2011,APR,19700,2,4/1/11,0,20918,0
Modoc,99,0,0,321,0,0,420,0,0,246,753,999,0,0,0,0,0,0,0,0,0,,0,0,467,136714,,,0,,,136714,2011,APR,420,2,4/1/11,0,467,0
Mono,21,1,0,261,0,0,282,1,0,50,436,486,2,1,0,0,2,1,0,0,0,,0,0,305,73191,,,0,,,73191,2011,APR,283,2,4/1/11,0,305,0
Monterey,5209,15,0,12188,139,19,17397,154,19,12673,28389,41062,38,18,405,156,443,174,0,22,22,,0,0,18691,5941888,,,21807,,,5963695,2011,APR,17570,2,4/1/11,0,18691,0
Napa,605,12,0,2606,28,4,3211,40,4,1463,5381,6844,26,12,83,31,109,43,0,4,4,,0,0,3573,1009409,,,5951,,,1015360,2011,APR,3255,2,4/1/11,0,3573,0
Nevada,495,1,0,2439,11,2,2934,12,2,1318,4596,5914,1,1,31,13,32,14,0,2,2,,0,0,3238,909629,,,1857,,,911486,2011,APR,2948,2,4/1/11,0,3238,0
Orange,15232,199,3,63014,1523,566,78246,1722,569,39052,141142,180194,444,265,3771,1892,4215,2157,4,730,734,,0,0,86385,26172112,,,322346,,,26494458,2011,APR,80537,2,4/1/11,0,86385,0
Placer,1235,21,0,5992,51,23,7227,72,23,3279,13307,16586,53,31,128,65,181,96,0,28,28,,0,0,8004,2360718.66,,,14866,,,2375584.66,2011,APR,7322,2,4/1/11,0,8004,0
Plumas,134,0,0,506,0,0,640,0,0,363,1056,1419,0,0,0,0,0,0,0,0,0,,0,0,673,200975,,,0,,,200975,2011,APR,640,2,4/1/11,0,673,0
Riverside,20833,209,4,68782,1222,235,89615,1431,239,57763,169694,227457,578,230,3831,1363,4409,1593,5,283,288,,0,0,97525,32626103,,,211920,,,32838023,2011,APR,91285,2,4/1/11,0,97525,0
Sacramento,20434,602,6,59740,822,272,80174,1424,278,52565,132745,185310,1412,897,2147,1067,3559,1964,11,350,361,,0,0,86734,28363380,,,268827,,,28632207,2011,APR,81876,2,4/1/11,0,86734,0
San Benito,612,7,0,2012,34,4,2624,41,4,1642,4506,6148,19,7,103,42,122,49,0,7,7,,0,0,2812,881922,,,6039,,,887961,2011,APR,2669,2,4/1/11,0,2812,0
San Bernardino,30143,233,3,97630,1044,364,127773,1277,367,82515,234550,317065,596,267,3009,1162,3605,1429,3,458,461,,0,0,138276,45932664,,,236144,,,46168808,2011,APR,129417,2,4/1/11,0,138276,0
San Diego,20425,464,10,71483,1453,623,91908,1917,633,56471,153085,209556,1133,612,3816,1657,4949,2269,22,820,842,,0,0,103997,31388894.07,,,376015.37,,,31764909.44,2011,APR,94458,2,4/1/11,0,103997,0
San Francisco,3489,190,5,26493,577,695,29982,767,700,7717,37763,45480,348,225,1094,798,1442,1023,5,951,956,,0,0,33639,7286736.76,,,251709.16,,,7538445.92,2011,APR,31449,2,4/1/11,0,33639,0
San Joaquin,10803,113,0,26558,450,74,37361,563,74,28238,66967,95205,283,125,1327,544,1610,669,0,104,104,,0,0,41085,14161866,,,87663,,,14249529,2011,APR,37998,2,4/1/11,0,41085,0
San Luis Obispo,1426,8,0,6670,55,17,8096,63,17,3519,12697,16216,17,9,142,61,159,70,0,20,20,,0,0,9275,2345154.44,,,9823,,,2354977.44,2011,APR,8176,2,4/1/11,0,9275,0
San Mateo,2172,93,0,7742,252,93,9914,345,93,5439,15503,20942,197,87,649,300,846,387,0,123,123,,0,0,11404,3158966,,,52450,,,3211416,2011,APR,10352,2,4/1/11,0,11404,0
Santa Barbara,3941,16,0,9876,73,10,13817,89,10,9630,21818,31448,38,18,237,79,275,97,0,13,13,,0,0,15602,4546753.99,,,9306.8,,,4556060.79,2011,APR,13916,2,4/1/11,0,15602,0
Santa Clara,10029,164,2,34568,678,685,44597,842,687,24824,71923,96747,337,192,1508,906,1845,1098,2,1017,1019,,0,0,50078,14363721,,,288285,,,14652006,2011,APR,46126,2,4/1/11,0,50078,0
Santa Cruz,1784,5,0,8032,66,9,9816,71,9,4236,15866,20102,5,6,193,75,198,81,0,10,10,,0,0,11280,3015348,,,9641.54,,,3024989.54,2011,APR,9896,2,4/1/11,0,11280,0
Shasta,2113,5,0,8999,15,15,11112,20,15,5427,17909,23336,8,5,34,17,42,22,0,19,19,,0,0,11919,3326860,,,6218,,,3333078,2011,APR,11147,2,4/1/11,0,11919,0
Sierra,19,0,0,91,0,1,110,0,1,60,177,237,0,0,0,0,0,0,0,1,1,,0,0,119,33440,,,200,,,33640,2011,APR,111,2,4/1/11,0,119,0
Siskiyou,532,2,0,1884,3,1,2416,5,1,1461,4087,5548,5,3,7,3,12,6,0,1,1,,0,0,2571,795682,,,857,,,796539,2011,APR,2422,2,4/1/11,0,2571,0
Solano,4106,44,1,13780,159,37,17886,203,38,10171,26658,36829,99,50,411,181,510,231,1,43,44,,0,0,20123,5658465.52,,,32336.48,,,5690802,2011,APR,18127,2,4/1/11,0,20123,0
Sonoma,2847,49,1,12139,145,50,14986,194,51,6780,21781,28561,108,52,394,162,502,214,1,62,63,,0,0,16651,4410842.78,,,32477.22,,,4443320,2011,APR,15231,2,4/1/11,0,16651,0
Stanislaus,8188,36,0,27053,132,29,35241,168,29,22133,58842,80975,97,40,378,144,475,184,0,38,38,,0,0,37425,11659092,,,27452,,,11686544,2011,APR,35438,2,4/1/11,0,37425,0
Sutter,1054,18,1,3359,45,3,4413,63,4,2869,8202,11071,52,21,139,59,191,80,1,4,5,,0,0,4779,1590522,,,9132,,,1599654,2011,APR,4480,2,4/1/11,0,4779,0
Tehama,916,11,0,2869,38,11,3785,49,11,2484,6537,9021,25,14,101,46,126,60,0,11,11,,0,0,4196,1310148,,,9999,,,1320147,2011,APR,3845,2,4/1/11,0,4196,0
Trinity,104,0,0,556,0,0,660,0,0,266,1180,1446,0,0,0,0,0,0,0,0,0,,0,0,718,211446,,,0,,,211446,2011,APR,660,2,4/1/11,0,718,0
Tulare,10534,100,1,29759,492,124,40293,592,125,28835,73612,102447,238,106,1503,547,1741,653,3,147,150,,0,0,44188,14866747,,,90703,,,14957450,2011,APR,41010,2,4/1/11,0,44188,0
Tuolumne,462,0,0,2143,4,1,2605,4,1,1198,3804,5002,0,0,9,4,9,4,0,1,1,,0,0,2803,735584,,,737,,,736321,2011,APR,2610,2,4/1/11,0,2803,0
Ventura,4511,34,0,23915,186,43,28426,220,43,11410,48568,59978,76,44,550,210,626,254,0,52,52,,0,0,30717,8788582.85,,,30547.82,,,8819130.67,2011,APR,28689,2,4/1/11,0,30717,0
Yolo,1314,54,0,5500,107,56,6814,161,56,3408,11783,15191,140,89,300,130,440,219,0,76,76,,0,0,7646,2262396,,,35312,,,2297708,2011,APR,7031,2,4/1/11,0,7646,0
Yuba,1215,7,0,4260,23,12,5475,30,12,3304,9335,12639,16,7,57,26,73,33,0,16,16,,0,0,5892,1855776,,,7459,,,1863235,2011,APR,5517,2,4/1/11,0,5892,0
California,338094,5211,86,1132328,16882,6900,1470422,22093,6986,863162,2505253,3368415,11737,6512,45797,19922,57534,26434,107,8976,9083,,0,0,2093751,505007541.3,,,4305480.56,,,481210969.9,2010,AUG,1499501,3,8/1/10,0,2093751,0
Alameda,11928,333,4,36453,724,333,48381,1057,337,27991,72080,100071,792,386,1766,912,2558,1298,4,434,438,,0,0,49775,15669842,,,221183,,,15891025,2010,AUG,49775,3,8/1/10,0,49775,0
Alpine,6,0,0,67,0,0,73,0,0,13,132,145,0,0,0,0,0,0,0,0,0,,0,0,74,19500,,,0,,,19500,2010,AUG,73,3,8/1/10,0,74,0
Amador,265,0,0,1004,1,0,1269,1,0,695,1918,2613,0,0,2,0,2,0,0,0,0,,0,0,1390,392010,,,0,,,392010,2010,AUG,1270,3,8/1/10,0,1390,0
Butte,2014,4,0,9664,43,33,11678,47,33,5166,19883,25049,19,4,134,44,153,48,0,71,71,,0,0,12888,3708967,,,9805,,,3718772,2010,AUG,11758,3,8/1/10,0,12888,0
Calaveras,411,1,0,1580,3,0,1991,4,0,1157,3083,4240,1,1,10,5,11,6,0,0,0,,0,0,2168,633542,,,564,,,634106,2010,AUG,1995,3,8/1/10,0,2168,0
Colusa,108,3,0,455,6,2,563,9,2,305,1195,1500,8,3,17,7,25,10,0,2,2,,0,0,624,209075,,,1331,,,210406,2010,AUG,574,3,8/1/10,0,624,0
Contra Costa,6655,68,2,20200,238,65,26855,306,67,16058,41724,57782,149,79,619,302,768,381,4,91,95,,0,0,30320,8854172.79,,,56896.91,,,8911069.7,2010,AUG,27228,3,8/1/10,0,30320,0
Del Norte,549,0,0,1865,9,15,2414,9,15,1507,3533,5040,0,0,24,9,24,9,0,51,51,,0,0,2606,739768.96,,,1239,,,741007.96,2010,AUG,2438,3,8/1/10,0,2606,0
El Dorado,746,10,0,3983,17,2,4729,27,2,1949,7763,9712,26,10,42,19,68,29,0,2,2,,0,0,5177,1439379.59,,,4521,,,1443900.59,2010,AUG,4758,3,8/1/10,0,5177,0
Fresno,17801,76,0,60105,452,104,77906,528,104,47979,144957,192936,200,83,1317,505,1517,588,0,127,127,,0,0,85505,28292248,,,82280.7,,,28374528.7,2010,AUG,78538,3,8/1/10,0,85505,0
Glenn,334,2,0,847,11,1,1181,13,1,912,2137,3049,7,2,36,12,43,14,0,1,1,,0,0,1317,421495,,,1555,,,423050,2010,AUG,1195,3,8/1/10,0,1317,0
Humboldt,1224,1,0,6243,10,5,7467,11,5,2901,11189,14090,2,2,19,10,21,12,0,5,5,,0,0,7859,2013342,,,2554,,,2015896,2010,AUG,7483,3,8/1/10,0,7859,0
Imperial,2620,54,0,9173,234,36,11793,288,36,7693,23695,31388,125,55,670,251,795,306,0,42,42,,0,0,13173,4400787,,,39432,,,4440219,2010,AUG,12117,3,8/1/10,0,13173,0
